Acre,Land_Planting,Strate_Fertilizer,Liquid_Fertilizer,Fungicide,Insecticide,Others,Area,KG,Total_Expenses,Investment,Estimated_Yield,Revenue,Profit,Is_Profitable
2,86580,267018,24501,100805,41694,24374,kanthale,4752,544972,60000,435.9857020177183,43598.570201771836,-16401.429798228164,False
2,106928,286799,17296,93554,52576,20704,mahiyanganaya,3538,577857,60000,306.13110163933294,30613.110163933296,-29386.889836066704,False
2,96715,336943,24708,101003,55882,22813,ampara,9972,638064,60000,781.42631460167,78142.631460167,18142.631460167002,True
2,103881,275863,29760,96390,56616,24544,dehiaththakandiya,4912,587054,60000,418.36015085494694,41836.01508549469,-18163.98491450531,False
2,103512,295557,26796,99389,52600,20895,mahiyanganaya,6350,598749,60000,530.2722843795982,53027.22843795982,-6972.77156204018,False
2,118592,297996,20277,110489,54401,21774,monagala,7934,623529,60000,636.2174012756424,63621.74012756424,3621.7401275642405,True
2,93280,263192,22310,103032,48014,23030,ampara,3752,552858,60000,339.32763928531375,33932.76392853138,-26067.236071468622,False
2,112608,329171,23448,96142,44968,24944,ampara,9516,631281,60000,753.7055605982122,75370.55605982122,15370.556059821218,True
2,116144,277805,19123,105530,44150,23266,monaragala,4334,586018,60000,369.78386329430157,36978.386329430155,-23021.613670569845,False
2,105359,338058,28828,115769,41315,23038,ampara,6394,652367,60000,490.0615757694672,49006.157576946716,-10993.842423053284,False
2,88959,302459,28395,107971,44803,18918,kanthale,7748,591505,60000,654.9395186853873,65493.95186853873,5493.95186853873,True
2,90125,260277,21454,110480,51913,18246,ampara,5174,552495,60000,468.23953157947136,46823.95315794714,-13176.046842052863,False
2,94232,339307,27611,96487,48696,21357,dehiaththakandiya,3194,627690,60000,254.42495499370708,25442.495499370707,-34557.50450062929,False
2,94773,265340,29468,107165,57106,25219,mahiyanganaya,3492,579071,60000,301.51743050506764,30151.743050506764,-29848.256949493236,False
2,110163,316062,20561,93709,47317,19678,ampara,9578,607490,60000,788.3257337569343,78832.57337569342,18832.57337569342,True
2,110516,283664,17129,110049,54123,21470,ampara,8336,596951,60000,698.2147613455711,69821.47613455712,9821.476134557117,True
2,103568,330002,26951,103413,54651,23530,bakamuna,4874,642115,60000,379.5270317622233,37952.703176222334,-22047.296823777666,False
2,87781,302381,21746,118769,44106,18604,dehiaththakandiya,5594,593387,60000,471.36185996659856,47136.18599665986,-12863.814003340143,False
2,93313,293332,24127,116103,48293,18436,girithale,3158,593604,60000,266.0022506586883,26600.225065868828,-33399.77493413117,False
2,114009,289612,23942,103576,48613,24799,Kandakatiya,5568,604551,60000,460.50705399544455,46050.70539954446,-13949.294600455542,False
2,88177,297018,28519,115045,49730,25494,kanthale,3912,603983,60000,323.8501745910067,32385.01745910067,-27614.98254089933,False
2,88586,328252,28154,114834,52702,21278,mahiyanganaya,8752,633806,60000,690.4320880521799,69043.20880521799,9043.20880521799,True
2,93598,333619,29604,97639,57530,18946,medirigiriya,3894,630936,60000,308.5891437483358,30858.91437483358,-29141.08562516642,False
2,108742,318605,25444,96158,45330,22507,monaragala,5570,616786,60000,451.5342436436625,45153.42436436625,-14846.575635633752,False
2,104642,304327,19582,94364,56449,24359,morawewa,9512,603723,60000,787.7785010675426,78777.85010675427,18777.850106754267,True
2,96828,277743,20951,107472,51707,25443,nikaweratiya,4734,580144,60000,408.0021511900494,40800.21511900494,-19199.78488099506,False
2,90870,262437,27983,114303,41470,18436,girithale,4694,555499,60000,422.50301080650013,42250.30108065001,-17749.69891934999,False
2,98244,299437,18427,95171,51970,24815,kanthale,6292,588064,60000,534.975784948577,53497.578494857706,-6502.421505142294,False
2,109634,273083,21519,104326,45611,24407,mahiyanganaya,7634,578580,60000,659.7186214525217,65971.86214525216,5971.862145252162,True
2,90900,260193,28048,95847,54339,21174,ampara,3894,550501,60000,353.67783164789887,35367.783164789886,-24632.216835210114,False
2,100575,294408,16487,92519,53669,19826,dehiaththakandiya,5952,577484,60000,515.3389531138525,51533.895311385255,-8466.104688614745,False
2,118245,334300,24967,95365,40569,20445,mahiyanganaya,3944,633891,60000,311.09449416382313,31109.44941638231,-28890.55058361769,False
2,88809,323325,29739,117367,50447,20539,monagala,5950,630226,60000,472.05288261671205,47205.28826167121,-12794.711738328791,False
2,99337,282236,29468,107253,46943,25401,ampara,6558,590638,60000,555.1623837274269,55516.23837274269,-4483.761627257307,False
2,83337,298600,29941,92858,46528,24118,ampara,9794,575382,60000,851.0867562766997,85108.67562766997,25108.675627669974,True
2,116870,300914,26827,119195,46303,24676,monaragala,2752,634785,60000,216.76630670226928,21676.63067022693,-38323.36932977307,False
2,117953,305669,29231,98175,52702,20374,ampara,2758,624104,60000,220.95676361632036,22095.676361632035,-37904.32363836796,False
2,84607,329380,22034,107023,48774,20387,kanthale,9752,612205,60000,796.4652363179001,79646.52363179001,19646.523631790013,True
2,108423,331307,16008,105878,50556,24958,ampara,6348,637130,60000,498.1714877654482,49817.14877654482,-10182.851223455182,False
2,86367,313847,25169,106710,55924,19126,dehiaththakandiya,6396,607143,60000,526.7292878284028,52672.92878284028,-7327.071217159719,False
2,90776,329834,20915,93556,50490,25480,mahiyanganaya,3498,611051,60000,286.22815444210056,28622.815444210057,-31377.184555789943,False
2,95480,261628,25200,116725,45026,20561,ampara,7572,564620,60000,670.5394778789274,67053.94778789274,7053.947787892743,True
2,108341,307799,22724,113218,52117,19944,ampara,8570,624143,60000,686.5413855478632,68654.13855478632,8654.138554786317,True
2,100421,317625,16559,98650,44162,25140,bakamuna,3570,602557,60000,296.23753437434135,29623.753437434134,-30376.246562565866,False
2,115351,334272,18402,101955,54971,21216,dehiaththakandiya,4758,646167,60000,368.1710765173709,36817.10765173709,-23182.89234826291,False
2,108062,262761,23877,115497,51810,21237,girithale,8396,583244,60000,719.7673700886764,71976.73700886764,11976.73700886764,True
2,111448,293419,18007,107098,42494,25202,Kandakatiya,3572,597668,60000,298.8281119283616,29882.811192836158,-30117.188807163842,False
2,88731,322350,25076,111308,46495,23947,kanthale,4752,617907,60000,384.523884662255,38452.3884662255,-21547.6115337745,False
2,117213,276503,17863,92241,52814,25966,mahiyanganaya,3948,582600,60000,338.8259526261586,33882.59526261586,-26117.40473738414,False
2,83999,329443,26863,99130,52742,18790,medirigiriya,2758,610967,60000,225.70777145083125,22570.777145083124,-37429.22285491688,False
2,82695,317100,20886,100417,53143,23067,monaragala,8358,597308,60000,699.6390471917337,69963.90471917337,9963.90471917337,True
2,84357,304223,23916,105461,41937,23211,morawewa,8396,583105,60000,719.9389475308907,71993.89475308907,11993.894753089073,True
2,103059,307486,17079,103229,41092,20577,nikaweratiya,4756,592522,60000,401.3353090686928,40133.53090686928,-19866.46909313072,False
2,94471,277415,23883,94349,44993,21923,girithale,3916,557034,60000,351.5045760222895,35150.45760222895,-24849.542397771052,False
2,112169,273832,18931,104724,42612,22847,kanthale,4758,575115,60000,413.6563991549516,41365.63991549516,-18634.360084504842,False
2,111855,288720,17135,101779,51227,18949,mahiyanganaya,6352,589665,60000,538.6109061924991,53861.09061924991,-6138.90938075009,False
2,88704,298132,16945,111459,47230,25035,ampara,5168,587505,60000,439.8260440336678,43982.60440336678,-16017.395596633221,False
2,118739,272579,26751,110959,41838,18407,dehiaththakandiya,5174,589273,60000,439.0155326987661,43901.55326987661,-16098.446730123389,False
2,96838,260653,25693,116444,55648,24471,mahiyanganaya,3956,579747,60000,341.1833092711131,34118.33092711131,-25881.66907288869,False
2,113489,303253,28715,111580,40044,21093,monagala,5592,618174,60000,452.29983790971477,45229.98379097148,-14770.016209028523,False
2,106172,272562,23459,108278,51299,19846,ampara,8350,581616,60000,717.827570080603,71782.7570080603,11782.757008060304,True
2,85358,293983,29060,102708,57162,24475,ampara,9956,592746,60000,839.8200915737938,83982.00915737938,23982.009157379376,True
2,94420,270650,21454,96249,46904,24155,monaragala,5570,553832,60000,502.86007309075677,50286.00730907568,-9713.992690924322,False
2,84571,291273,25879,103417,40814,25958,ampara,3174,571912,60000,277.490243254207,27749.024325420698,-32250.975674579302,False
2,111030,330903,18323,102723,46841,19465,kanthale,3178,629285,60000,252.50879966946616,25250.879966946617,-34749.12003305338,False
2,97232,337943,28900,108133,49287,19163,ampara,5572,640658,60000,434.8654040065058,43486.54040065058,-16513.459599349422,False
2,108218,277215,18492,98346,49294,25345,dehiaththakandiya,8352,576910,60000,723.8564074119013,72385.64074119013,12385.640741190131,True
2,101734,335547,21705,106969,50034,20594,mahiyanganaya,4756,636583,60000,373.5569438706343,37355.69438706343,-22644.305612936572,False
2,115247,318240,18423,115143,44148,18849,ampara,9572,630050,60000,759.6222522022061,75962.22522022061,15962.225220220615,True
2,109910,315629,18413,98159,42040,23823,ampara,2752,607974,60000,226.32546786540215,22632.546786540213,-37367.45321345978,False
2,118395,263277,25719,109304,49585,20623,bakamuna,5574,586903,60000,474.865522922868,47486.552292286804,-12513.447707713196,False
2,85551,278538,28569,100257,48709,20150,dehiaththakandiya,4352,561774,60000,387.3443769202562,38734.43769202562,-21265.562307974382,False
2,107417,289902,29997,104751,40833,24204,girithale,3974,597104,60000,332.77285029073664,33277.28502907367,-26722.714970926332,False
2,85267,338364,22306,118916,54463,23670,Kandakatiya,5572,642986,60000,433.2909270186287,43329.092701862864,-16670.907298137136,False
2,88419,319993,19354,93975,41178,21154,kanthale,3912,584073,60000,334.8896456436096,33488.964564360955,-26511.035435639045,False
2,114928,330918,16529,103814,44805,25130,mahiyanganaya,8752,636124,60000,687.9161924404675,68791.61924404676,8791.619244046757,True
2,116577,263857,20659,103513,56134,20656,medirigiriya,3894,581396,60000,334.8836249303401,33488.36249303401,-26511.63750696599,False
2,101088,276587,28400,103655,46821,18399,monaragala,5570,574950,60000,484.3899469519088,48438.994695190886,-11561.005304809114,False
2,85964,332379,19754,98720,49860,23330,morawewa,9512,610007,60000,779.6631841929683,77966.31841929683,17966.318419296833,True
2,83201,282825,20709,92068,43984,21775,nikaweratiya,4734,544562,60000,434.6612506932177,43466.12506932177,-16533.874930678227,False
2,109325,273216,23746,95924,46837,21376,girithale,4694,570424,60000,411.44832615738466,41144.832615738465,-18855.167384261535,False
2,89857,337439,25809,95256,47431,25698,kanthale,6292,621490,60000,506.2028351220454,50620.28351220454,-9379.716487795456,False
2,110367,286987,20896,115866,43597,23133,mahiyanganaya,7634,600846,60000,635.2709346488118,63527.09346488118,3527.0934648811817,True
2,90444,331060,22484,114580,55305,21447,ampara,3894,635320,60000,306.45973682553677,30645.973682553675,-29354.026317446325,False
2,105987,294118,23264,116008,43059,22235,dehiaththakandiya,5952,604671,60000,492.1684684729381,49216.84684729381,-10783.153152706189,False
2,117428,310058,21605,103203,53773,25084,mahiyanganaya,3944,631151,60000,312.4450408856201,31244.504088562007,-28755.495911437993,False
2,94329,270071,22720,116323,46055,22319,monagala,5950,571817,60000,520.2713455528605,52027.134555286044,-7972.865444713956,False
2,84563,284211,25313,103624,51465,22631,ampara,6558,571807,60000,573.4452358925301,57344.52358925302,-2655.476410746982,False
2,89289,298076,18200,97597,44281,18924,ampara,9794,566367,60000,864.6337092380029,86463.37092380029,26463.370923800292,True
2,100581,336424,29311,109880,43686,18307,monaragala,2752,638189,60000,215.6101092309645,21561.010923096448,-38438.989076903556,False
2,88279,306272,20742,102799,43953,20534,ampara,2758,582579,60000,236.7060947957273,23670.60947957273,-36329.390520427274,False
2,100119,272987,23089,104982,49973,18664,kanthale,9752,569814,60000,855.7178307307297,85571.78307307298,25571.783073072977,True
2,87612,260510,24892,107893,51947,23563,ampara,6348,556417,60000,570.4354827404627,57043.54827404627,-2956.4517259537315,False
2,104842,286924,19326,107837,49857,22562,dehiaththakandiya,6396,591348,60000,540.7983116540514,54079.83116540514,-5920.168834594857,False
2,110820,293358,27383,102104,44258,18602,mahiyanganaya,3498,596525,60000,293.19810569548633,29319.810569548634,-30680.189430451366,False
2,110469,329283,20581,97353,54295,23613,ampara,7572,635594,60000,595.663269319723,59566.3269319723,-433.67306802770327,False
2,91921,268029,27230,98768,41677,23249,ampara,8570,550874,60000,777.8548270566409,77785.4827056641,17785.482705664093,True
2,108147,292861,21556,103219,53637,22628,bakamuna,3570,602048,60000,296.48798766875734,29648.798766875734,-30351.201233124266,False
2,113720,273378,21109,103078,45206,23281,dehiaththakandiya,4758,579772,60000,410.33371739235423,41033.37173923542,-18966.628260764577,False
2,112914,300581,20753,116364,48747,22218,girithale,8396,621577,60000,675.3789152430029,67537.89152430028,7537.891524300285,True
2,113148,302035,26602,106597,48174,21933,Kandakatiya,3572,618489,60000,288.7682723540758,28876.82723540758,-31123.17276459242,False
2,88788,263541,21185,105421,51663,24905,kanthale,4752,555503,60000,427.72046235573885,42772.046235573885,-17227.953764426115,False
2,114146,285711,28013,109470,44406,22299,mahiyanganaya,3948,604045,60000,326.79684460594825,32679.684460594824,-27320.315539405176,False
2,82740,312925,23935,114248,55297,23937,medirigiriya,2758,613082,60000,224.92912856681488,22492.912856681487,-37507.08714331851,False
2,84276,272399,21668,115950,48366,24092,monaragala,8358,566751,60000,737.3608515909103,73736.08515909103,13736.085159091032,True
2,90310,273461,26212,108218,48819,18536,morawewa,8396,565556,60000,742.2783950660943,74227.83950660942,14227.839506609424,True
2,96897,292473,16341,115227,43710,21672,nikaweratiya,4756,586320,60000,405.5805703370174,40558.057033701734,-19441.942966298266,False
2,88230,303879,16438,118530,40437,20640,girithale,3916,588154,60000,332.9060076102517,33290.60076102517,-26709.39923897483,False
2,103494,321445,20732,115040,56631,22338,kanthale,4758,639680,60000,371.9047023511756,37190.47023511756,-22809.52976488244,False
2,92981,326458,25365,101598,55176,22649,mahiyanganaya,6352,624227,60000,508.78927056984077,50878.927056984074,-9121.072943015926,False
2,90853,270813,16793,118681,49903,22929,ampara,5168,569972,60000,453.3556034331511,45335.56034331511,-14664.439656684888,False
2,88181,310818,22737,97958,48583,18043,dehiaththakandiya,5174,586320,60000,441.2266339200437,44122.66339200437,-15877.336607995632,False
2,93667,278351,19183,117702,53163,22891,mahiyanganaya,3956,584957,60000,338.1445131864393,33814.45131864393,-26185.54868135607,False
2,84685,315360,27905,96866,49466,25453,monagala,5592,599735,60000,466.20590760919407,46620.590760919404,-13379.409239080596,False
2,99895,293652,29839,97946,44116,25795,ampara,8350,591243,60000,706.1394384373261,70613.94384373262,10613.943843732617,True
2,87471,292035,21480,100343,54780,21641,ampara,9956,577750,60000,861.6183470359151,86161.8347035915,26161.834703591507,True
2,107046,309479,18588,108583,55480,23751,monaragala,5570,622927,60000,447.08288451134723,44708.28845113472,-15291.711548865278,False
2,112146,271877,28083,112893,46820,19941,ampara,3174,591760,60000,268.18304718128974,26818.304718128973,-33181.69528187103,False
2,113427,271082,19178,106867,54594,20355,kanthale,3178,585503,60000,271.39058211486537,27139.058211486536,-32860.94178851346,False
2,82094,294821,24100,106599,54612,21359,ampara,5572,583585,60000,477.3940385719304,47739.40385719304,-12260.596142806957,False
2,100042,311451,18073,105046,52850,21355,dehiaththakandiya,8352,608817,60000,685.9203997260261,68592.03997260261,8592.039972602608,True
2,82230,279448,18760,119952,55551,23948,mahiyanganaya,4756,579889,60000,410.07848053679237,41007.848053679234,-18992.151946320766,False
2,88144,306470,19045,99533,52716,18286,ampara,9572,584194,60000,819.2484003601544,81924.84003601543,21924.840036015434,True
2,95161,264169,27921,117846,48989,21571,ampara,2752,575657,60000,239.03122866568114,23903.122866568116,-36096.87713343189,False
2,102493,272509,25879,102707,49697,18375,bakamuna,5574,571660,60000,487.5275513417066,48752.755134170664,-11247.244865829336,False
2,116439,281318,24082,95008,54770,20345,dehiaththakandiya,4352,591962,60000,367.59116294627023,36759.11629462702,-23240.88370537298,False
2,119639,312959,16790,117944,45768,24872,girithale,3974,637972,60000,311.4556751706972,31145.567517069718,-28854.432482930282,False
2,82576,280635,22659,111131,45301,23269,Kandakatiya,5572,565571,60000,492.5995144729839,49259.951447298394,-10740.048552701606,False
2,100413,338300,18494,114059,41215,18591,kanthale,3912,631072,60000,309.94878555854166,30994.878555854164,-29005.121444145836,False
2,108544,262612,20224,118813,53369,25915,mahiyanganaya,8752,589477,60000,742.3529671217027,74235.29671217027,14235.296712170268,True
2,109996,289451,29876,119398,51173,20276,medirigiriya,3894,620170,60000,313.9461760485028,31394.617604850282,-28605.382395149718,False
2,117134,313705,21221,95021,45602,25217,monaragala,5570,617900,60000,450.7201812591034,45072.01812591034,-14927.981874089659,False
2,114194,316475,17718,105611,54913,24162,morawewa,9512,633073,60000,751.2561742484673,75125.61742484673,15125.617424846729,True
2,111099,322754,21833,107174,57654,19448,nikaweratiya,4734,639962,60000,369.8657107765774,36986.57107765774,-23013.42892234226,False
2,110545,318575,18030,106872,50842,18685,girithale,4694,623549,60000,376.39383592949395,37639.383592949394,-22360.616407050606,False
2,93394,319148,29967,106988,52425,21805,kanthale,6292,623727,60000,504.3873361262219,50438.73361262219,-9561.266387377807,False
2,108247,302881,29903,112290,54690,22817,mahiyanganaya,7634,630828,60000,605.0777708028179,60507.77708028179,507.7770802817904,True
2,86219,275836,23571,104202,40866,19914,ampara,3894,550608,60000,353.60910121175135,35360.91012117513,-24639.089878824867,False
2,101447,307236,28615,108557,47428,20660,dehiaththakandiya,5952,613943,60000,484.73555362631384,48473.555362631385,-11526.444637368615,False
2,107844,271335,22394,115873,45135,25374,mahiyanganaya,3944,587955,60000,335.3998180132833,33539.98180132833,-26460.01819867167,False
2,118081,322305,18775,117933,48221,23340,monagala,5950,648655,60000,458.6413424701883,45864.13424701883,-14135.865752981168,False
2,85546,283861,24526,115589,46509,18296,ampara,6558,574327,60000,570.929104847935,57092.9104847935,-2907.0895152064986,False
2,118753,297898,25857,115861,56680,24741,ampara,9794,639790,60000,765.4073993028962,76540.73993028962,16540.739930289623,True
2,87153,334423,17721,118801,54674,24297,monaragala,2752,637069,60000,215.9891628693281,21598.91628693281,-38401.083713067186,False
2,105879,315756,25475,96284,54808,18876,ampara,2758,617078,60000,223.47255938471312,22347.255938471313,-37652.74406152869,False
2,87592,272187,27111,93861,52106,19710,kanthale,9752,552567,60000,882.4269274133272,88242.69274133272,28242.69274133272,True
2,88874,300206,27254,112543,51039,20301,ampara,6348,600217,60000,528.8087475029864,52880.874750298644,-7119.125249701356,False
2,88628,268174,16406,92316,47627,25383,dehiaththakandiya,6396,538534,60000,593.8343725744335,59383.43725744335,-616.562742556649,False
2,83903,297800,25297,116129,46819,25998,mahiyanganaya,3498,595946,60000,293.4829665775087,29348.29665775087,-30651.70334224913,False
2,104397,283423,17725,101838,40389,22571,ampara,7572,570343,60000,663.811075089902,66381.1075089902,6381.107508990201,True
2,88159,287011,24726,92734,53722,25756,ampara,8570,572108,60000,748.9844574800562,74898.44574800562,14898.445748005615,True
2,91490,317685,25401,118746,51576,25841,bakamuna,3570,630739,60000,283.0013682363069,28300.13682363069,-31699.86317636931,False
3,140950,415666,28650,152784,77688,37594,nikaweratiya,14913,853332,60000,873.8099590780611,87380.99590780611,27380.995907806107,True
3,123640,406155,38266,149069,70631,34619,mahiyanganaya,6939,822380,60000,421.8852598555412,42188.52598555412,-17811.474014445877,False
3,120819,417994,25671,140046,83089,37124,monagala ,5379,824743,60000,326.10158558484284,32610.158558484283,-27389.841441515717,False
3,144299,458941,44824,143566,78878,35347,ampara,13800,905855,60000,761.7113114129745,76171.13114129745,16171.131141297446,True
3,129012,505664,36873,141721,81193,35460,bakamuna,3714,929923,60000,199.69395315526126,19969.395315526126,-40030.604684473874,False
3,128024,483655,43078,141174,65379,34585,dehiaththakandiya,10068,895895,60000,561.8962043543049,56189.620435430494,-3810.3795645695063,False
3,127314,497759,27658,145054,88736,31312,girithale,5154,917833,60000,280.77003114945745,28077.003114945746,-31922.996885054254,False
3,124572,447537,42130,151697,74586,35266,Kandakatiya,20394,875788,60000,1164.32287265868,116432.28726586798,56432.287265867984,True
3,144132,477733,26595,145659,60934,33701,kanthale,615,888754,60000,34.599000398310444,3459.9000398310445,-56540.099960168955,False
3,123358,427963,38181,138262,68703,32516,mahiyanganaya,3045,828983,60000,183.65877225467833,18365.877225467833,-41634.12277453217,False
3,142174,426528,41029,152465,76375,30172,medirigiriya,3447,868743,60000,198.39008774746964,19839.008774746962,-40160.991225253034,False
3,144270,457391,31181,145640,66969,38646,monaragala,29355,884097,60000,1660.1685109213129,166016.85109213128,106016.85109213128,True
3,149234,482586,38916,140667,71889,31990,morawewa,6693,915282,60000,365.62502048548976,36562.50204854897,-23437.497951451027,False
3,137870,498031,39987,138210,67457,37489,nikaweratiya,5076,919044,60000,276.1565278702652,27615.652787026524,-32384.347212973476,False
3,122848,408589,36863,141573,82288,38467,girithale,13950,830628,60000,839.726086768084,83972.60867680839,23972.60867680839,True
3,139349,507813,26359,144751,71389,35428,kanthale,6447,925089,60000,348.4529596611785,34845.295966117854,-25154.704033882146,False
3,133825,445518,24044,143113,60651,30403,mahiyanganaya,3585,837554,60000,214.0160515023509,21401.60515023509,-38598.39484976491,False
3,121041,404918,42860,143710,70056,30327,ampara,5148,812912,60000,316.6394394473202,31663.943944732022,-28336.056055267978,False
3,120976,468904,34952,138071,79172,33587,dehiaththakandiya,9039,875662,60000,516.1238011926977,51612.380119269765,-8387.619880730235,False
3,123070,412823,39667,144616,79137,37939,mahiyanganaya,11658,837252,60000,696.2061601524989,69620.61601524989,9620.616015249892,True
3,127164,481420,28314,140640,77112,36773,monagala ,2880,891423,60000,161.5394711601563,16153.94711601563,-43846.05288398437,False
3,127623,405081,25384,151513,74768,29764,ampara,6939,814133,60000,426.1588708478836,42615.88708478836,-17384.11291521164,False
3,136559,413146,36099,152688,72821,34715,ampara,9798,846028,60000,579.058849116105,57905.8849116105,-2094.1150883895025,False
3,139726,404907,42773,144082,60076,35401,monaragala,10080,826965,60000,609.4574740164336,60945.74740164336,945.7474016433625,True
3,120869,504052,32628,145241,80713,35869,ampara,5802,919372,60000,315.54147831345745,31554.147831345745,-28445.852168654255,False
3,138390,406091,39082,148538,68943,34631,kanthale,7056,835675,60000,422.1736919256888,42217.369192568876,-17782.630807431124,False
3,126515,508850,24316,145301,84425,38865,ampara,10776,928272,60000,580.4333212679043,58043.332126790425,-1956.6678732095752,False
3,143462,466066,44922,142512,70839,31187,dehiaththakandiya,9810,898988,60000,545.6135120824749,54561.35120824749,-5438.648791752508,False
3,141295,450414,40120,150079,66138,32969,mahiyanganaya,14247,881015,60000,808.5560404760419,80855.60404760418,20855.60404760418,True
3,142981,504988,30422,149156,65380,31855,ampara,8931,924782,60000,482.87055760168346,48287.05576016835,-11712.944239831653,False
3,137856,418638,36793,150713,77082,30945,kanthale,12378,852027,60000,726.385431447595,72638.5431447595,12638.543144759504,True
3,133746,430835,30206,148944,78472,29918,ampara,4371,852121,60000,256.47765986285987,25647.765986285987,-34352.23401371401,False
3,127223,455004,42783,139521,67400,32033,bakamuna,7148,863964,60000,413.6746438509012,41367.46438509012,-18632.53561490988,False
3,134719,464390,29345,142464,62171,31833,dehiaththakandiya,9039,864922,60000,522.532667685641,52253.26676856409,-7746.733231435908,False
3,139309,394612,34149,140688,72558,31460,girithale,11658,812776,60000,717.1717668828804,71717.17668828805,11717.176688288047,True
3,129115,497481,31649,141038,87347,37209,nikaweratiya,14520,923839,60000,785.8512143349652,78585.12143349652,18585.12143349652,True
3,146523,428966,44286,147721,76422,36744,mahiyanganaya,7020,880662,60000,398.56380768104,39856.380768104,-20143.619231896002,False
3,148485,395719,32003,148452,67481,34606,monagala,5280,826746,60000,319.3241938878446,31932.419388784463,-28067.580611215537,False
3,120212,427167,36037,149883,65479,38236,ampara,13740,837014,60000,820.7748018551661,82077.4801855166,22077.4801855166,True
3,144864,467641,38097,145990,85386,33570,bakamuna,3660,915548,60000,199.88029027424014,19988.029027424014,-40011.97097257599,False
3,146405,480072,25088,148147,61301,34270,dehiaththakandiya,10140,895283,60000,566.3013817977109,56630.138179771086,-3369.8618202289144,False
3,125231,412059,42762,146434,66493,29750,girithale,5220,822729,60000,317.2369030385461,31723.690303854608,-28276.309696145392,False
3,142876,464826,29101,151618,75308,31141,Kandakatiya,20460,894870,60000,1143.1828086761207,114318.28086761206,54318.28086761206,True
3,133848,408853,35452,151662,88262,31357,kanthale,600,849434,60000,35.31763503697756,3531.7635036977563,-56468.23649630224,False
3,131149,421069,38734,138122,75348,31705,mahiyanganaya,3120,836127,60000,186.57452755382855,18657.452755382856,-41342.54724461715,False
3,129105,467728,29960,145337,78591,35177,medirigiriya,3480,885898,60000,196.4108734865639,19641.08734865639,-40358.912651343606,False
3,125094,422395,34425,140329,70561,31875,monaragala,29400,824679,60000,1782.5117409319262,178251.17409319262,118251.17409319262,True
3,127055,414574,43624,144174,72883,37280,morawewa,6780,839590,60000,403.7685060565276,40376.85060565276,-19623.149394347238,False
3,145018,464265,43655,149789,62538,29951,nikaweratiya,5160,895216,60000,288.1986023484835,28819.86023484835,-31180.13976515165,False
3,131029,471402,31543,140482,63690,30836,girithale,13860,868982,60000,797.4848731043911,79748.48731043912,19748.487310439115,True
3,123349,402238,30889,143111,86018,36623,kanthale,6480,822228,60000,394.05128504502403,39405.128504502405,-20594.871495497595,False
3,123039,422395,39567,140575,82304,36635,mahiyanganaya,3540,844515,60000,209.58775154970604,20958.775154970604,-39041.2248450294,False
3,132449,410339,25994,150236,77505,34938,ampara,5160,831461,60000,310.2971756943501,31029.717569435008,-28970.282430564992,False
3,123169,481985,42092,139229,72002,33551,dehiaththakandiya,9000,892028,60000,504.46846959960897,50446.846959960894,-9553.153040039106,False
3,131763,451820,35537,142117,63734,29269,mahiyanganaya,11580,854240,60000,677.7954673159768,67779.54673159769,7779.546731597686,True
3,147770,432387,44015,147413,64099,34949,monagala,2880,870633,60000,165.39690087556986,16539.690087556985,-43460.309912443015,False
3,131270,412210,41318,142884,79827,34153,ampara,6840,841662,60000,406.33888663145063,40633.888663145066,-19366.111336854934,False
3,139782,456183,40200,141011,75355,30850,ampara,9720,883381,60000,550.158991420463,55015.899142046306,-4984.100857953694,False
3,128667,451863,41938,149284,66369,29470,monaragala,10020,867591,60000,577.4610386691425,57746.10386691424,-2253.8961330857564,False
3,146447,393507,24925,145043,75306,30845,ampara,5880,816073,60000,360.26188833596996,36026.18883359699,-23973.811166403008,False
3,121423,472749,25685,147241,82125,34426,kanthale,7140,883649,60000,404.00656821882893,40400.65682188289,-19599.34317811711,False
3,143911,398087,36289,150193,80637,32413,ampara,10800,841530,60000,641.6883533563866,64168.835335638665,4168.835335638665,True
3,135054,429998,24364,145513,82937,32538,dehiaththakandiya,9900,850404,60000,582.0762837427858,58207.62837427858,-1792.3716257214182,False
3,137571,447970,36322,143169,77559,29720,mahiyanganaya,14160,872311,60000,811.6371340038129,81163.71340038128,21163.713400381283,True
3,124090,501176,30943,145440,83298,29916,ampara,8850,914863,60000,483.6789770708839,48367.89770708839,-11632.102292911608,False
3,132403,498686,39282,139202,88905,30249,kanthale,12360,928727,60000,665.4269769264811,66542.6976926481,6542.6976926481,True
3,122582,404303,33597,144314,63194,32964,ampara,4380,800954,60000,273.42394194922554,27342.394194922555,-32657.605805077445,False
3,138089,410033,43197,147705,64434,30298,nikaweratiya,14640,833756,60000,877.9547013754624,87795.47013754623,27795.470137546232,True
3,129606,464973,43374,147134,60081,32273,mahiyanganaya,6780,877441,60000,386.35076318521703,38635.0763185217,-21364.9236814783,False
3,147177,419913,27850,151478,85007,36136,monagala,5460,867561,60000,314.67527931753506,31467.527931753506,-28532.472068246494,False
3,140599,449057,40707,149875,73923,29663,ampara,13620,883824,60000,770.5153967305708,77051.53967305708,17051.53967305708,True
3,140267,405089,38445,139593,67651,29845,bakamuna,3690,820890,60000,224.75605744984102,22475.605744984103,-37524.3942550159,False
